IMO,Navio,Operação,Comp(m),DWT,Carga,Qtd.Carga,Calado(m),Agência,Prev Chegada,Ultima Atualização
9717072,MEGHNA SUN,IMPORTAÇÃO,190,58,FERTILIZANTES,16.700,11.5,LBH BRASIL,21/07/23,27/06/23
9721425,FRIEDERIKE SCHULTE,IMPORTAÇÃO,179,38.709,FERTILIZANTES,12.000,10.5,AMART SERVICES,29/06/23,27/06/23
9801718,SCARLETT MANX,IMPORTAÇÃO,200,63.878,FERTILIZANTES,14.650,11.5,WILSON SONS SHIPPING SERVICES LTDA,14/07/23,27/06/23
9791963,INCHEON BAY,IMPORTAÇÃO,180,37.501,FERTILIZANTES,4.403,10.5,LBH BRASIL,29/06/23,27/06/23
9385166,ECO ANGELBAY,IMPORTAÇÃO,175,32.165,FERTILIZANTES,12.050,8,WILHELMSEN PORT SERVICES BRASIL LTDA,21/07/23,27/06/23
9719331,KIBO,IMPORTAÇÃO,182,38.896,FERTILIZANTES,14.251,8,LBH BRASIL,07/07/23,27/06/23
9671058,FEDERAL CHAMPLAIN,EXPORTAÇÃO,200,34.564,COBRE,11.550,7,WILHELMSEN PORT SERVICES BRASIL LTDA,13/07/23,27/06/23
9697832,FEDERAL BERING,IMPORTAÇÃO,200,34.564,MOP,20.842,6.1,ORION RODOS,10/07/23,27/06/23
9832456,EUCALYPTUS,IMPORTAÇÃO,180,36.300,FERTILIZANTES,7.000,10.2,LBH BRASIL,07/07/23,27/06/23
9703514,GENTLE SEAS,IMPORTAÇÃO,200,63.350,FERTILIZANTES,14.950,7,WILHELMSEN PORT SERVICES BRASIL LTDA,19/07/23,27/06/23
9684225,STAR MISTRAL,IMPORTAÇÃO,199,63.306,MOP,19.547,10.8,ORION RODOS,02/08/23,27/06/23
9599004,SEAMEC GALLANT,IMPORTAÇÃO,180,32.289,MAP,6.862,10.22,ORION RODOS,12/07/23,27/06/23
9422940,MYRSINI,EXPORTAÇÃO,229,82.117,SOJA,66.000,7.2,LBH BRASIL,28/06/23,27/06/23
9597123,YASA FALCON,EXPORTAÇÃO,229,81.488,SOJA,69.300,7.1,L.M.A. SHIPPING & CONSULTING,21/06/23,27/06/23
9718739,ARSINOE,EXPORTAÇÃO,229,81.616,MILHO,73.975,7.9,CARGONAVE,29/06/23,27/06/23
9749908,SAKIZAYA KALON,EXPORTAÇÃO,229,81.691,SOJA,78.830,7.4,LBH BRASIL,28/06/23,27/06/23
9461192,AEOLIAN FORTUNE,EXPORTAÇÃO,229,82.099,SOJA,68.550,7.56,CARGONAVE,04/07/23,27/06/23
9418444,KESARIA,EXPORTAÇÃO,229,81.932,SOJA,66.000,7,ALPHAMAR,25/06/23,27/06/23
9641704,MAGIC CALLISTO,EXPORTAÇÃO,225,74.930,MILHO,67.200,7,ALPHAMAR,01/07/23,27/06/23
9311189,MV GLORY CUIABA,EXPORTAÇÃO,225,75.886,SOJA,66.471,7.5,L.M.A. SHIPPING & CONSULTING,26/06/23,27/06/23
9582453,STAR ASTRID,EXPORTAÇÃO,229,82.158,SOJA,66.000,7,ALPHAMAR,02/07/23,27/06/23
9933248,AQUAPRIMA,EXPORTAÇÃO,229,82,MILHO,71.400,7.9,CARGONAVE,04/07/23,27/06/23
9144380,BRAGE R,TRANSBORDO,89,3.200,DIESEL,200,4,OCEANMAR SERVIÇOS MARÍTIMOS LTDA,20/09/21,27/06/23
9468815,BOLERO,IMPORTAÇÃO,189,50.094,OLEO.COMBUSTÍVEL,4.000,9,LACHMANN,09/06/23,27/06/23
9559200,DN 204,TRANSBORDO,29,381,BUNKER,3.000,2.44,ORION RODOS,26/02/22,27/06/23
9580120,GOLF,EXPORTAÇÃO,180,35.445,COBRE,161,7,WILHELMSEN PORT SERVICES BRASIL LTDA,17/04/22,27/06/23
9587477,AM POINT LISAS,EXPORTAÇÃO,229,93.191,SOJA,70.000,9.14,FERTIMPORT,27/06/23,27/06/23
9602772,INES CORRADO,EXPORTAÇÃO,229,81.263,SOJA,64.030,7.77,ORION RODOS,29/06/23,27/06/23
9343209,TORM CAVATINA,IMPORTAÇÃO,183,46.067,OUTRAS,25.100,8,WILSON SONS SHIPPING SERVICES LTDA,24/06/23,27/06/23
9418119,HORIZON ELECTRA,IMPORTAÇÃO,183,49.999,DIESEL,6.240,10,NORTH STAR,29/06/23,27/06/23
9753703,HAFNIA TANZANITE,IMPORTAÇÃO,183,44.999,GASOLINAS,35.974,11.2,LACHMANN,22/06/23,27/06/23
9538141,ALHENA,IMPORTAÇÃO,183,52.420,QUEROSENES,3.600,8,LACHMANN,27/06/23,27/06/23
9824980,GRANDIS,EXPORTAÇÃO,202,62.353,CELULOSE,19.392,7,WILSON SONS SHIPPING SERVICES LTDA,11/07/23,06/07/23
9824992,ROBUSTA,EXPORTAÇÃO,202,62.362,CELULOSE,590,7,WILSON SONS SHIPPING SERVICES LTDA,14/07/23,06/07/23
9860623,SANTA INES,EXPORTAÇÃO,200,63.449,CONCENTRADO.COBRE,13.500,11.25,GEM,13/07/23,06/07/23
9603805,STAR LUSTER,IMPORTAÇÃO,204,50.740,MES9,5.400,12.6,ROCHAMAR,11/07/23,06/07/23
9606833,FEDERAL SKYE,IMPORTAÇÃO,190,37.133,ANTRACITA,33.000,9.65,ISS MARINE,20/07/23,06/07/23
9732424,AMIS JUSTICE,IMPORTAÇÃO,200,63.531,MAP,40.000,10.2,ROCHAMAR,11/07/23,06/07/23
9263069,MORNINGSTAR,IMPORTAÇÃO,190,46.859,MES9,23.403,9.62,ROCHAMAR,18/07/23,06/07/23
9717072,MEGHNA SUN,IMPORTAÇÃO,190,58,FERTILIZANTES,16.700,11.5,LBH BRASIL,21/07/23,06/07/23
9808340,CIELO DI IYO,IMPORTAÇÃO,183,37.204,MOP,35.680,10.4,LACHMANN,13/07/23,06/07/23
9638501,THOR CHAICHANA,IMPORTAÇÃO,197,58.605,FERTILIZANTES,47.350,11,WORLD SHIPPING SLZ AGENCIAMENTOS MARITIMOS LTDA,09/07/23,06/07/23
9684225,STAR MISTRAL,IMPORTAÇÃO,199,63.306,MOP,19.547,10.8,ORION RODOS,05/08/23,06/07/23
9719331,KIBO,IMPORTAÇÃO,182,38.896,FERTILIZANTES,14.251,6.5,LBH BRASIL,07/07/23,06/07/23
9385166,ECO ANGELBAY,IMPORTAÇÃO,175,32.165,FERTILIZANTES,13.400,8,WILHELMSEN PORT SERVICES BRASIL LTDA,29/07/23,06/07/23
9537264,AKSON SANDRA,IMPORTAÇÃO,190,38.405,FERTILIZANTES,13.997,8.5,WILSON SONS SHIPPING SERVICES LTDA,18/07/23,06/07/23
9599004,SEAMEC GALLANT,IMPORTAÇÃO,180,32.289,MAP,6.862,10.22,ORION RODOS,11/07/23,06/07/23
9703514,GENTLE SEAS,IMPORTAÇÃO,200,63.350,FERTILIZANTES,14.950,7,WILHELMSEN PORT SERVICES BRASIL LTDA,19/07/23,06/07/23
9801718,SCARLETT MANX,IMPORTAÇÃO,200,63.878,FERTILIZANTES,14.650,11.5,WILSON SONS SHIPPING SERVICES LTDA,17/07/23,06/07/23
9356402,UNISPIRIT,IMPORTAÇÃO,132,9.775,TRILHOS,4.306,7,HARMS E CIA,13/07/23,06/07/23
9671058,FEDERAL CHAMPLAIN,EXPORTAÇÃO,200,34.564,COBRE,11.550,7,WILHELMSEN PORT SERVICES BRASIL LTDA,16/07/23,06/07/23
9832456,EUCALYPTUS,IMPORTAÇÃO,180,36.300,FERTILIZANTES,7.000,10.2,LBH BRASIL,08/07/23,06/07/23
9697832,FEDERAL BERING,IMPORTAÇÃO,200,34.564,MOP,20.842,8.3,ORION RODOS,11/07/23,06/07/23
9938779,CL XIANGXI,EXPORTAÇÃO,229,82.328,SOJA,66.000,7,ALPHAMAR,07/07/23,06/07/23
9702728,MV AGIOS NIKOLAS,EXPORTAÇÃO,190,57.902,MILHO,47.000,6,LBH BRASIL,15/07/23,06/07/23
9641704,MAGIC CALLISTO,EXPORTAÇÃO,225,74.930,MILHO,67.200,7,ALPHAMAR,01/07/23,06/07/23
9589255,BUILDER,EXPORTAÇÃO,229,81.541,SOJA,693,7.47,ALPHAMAR,07/07/23,06/07/23
9774472,KANG MAY,EXPORTAÇÃO,228,85.001,SOJA,65.000,7.54,FERTIMPORT,12/07/23,06/07/23
9591997,PHOENIX OCEAN,EXPORTAÇÃO,225,76.067,SOJA,66.612,7,LBH BRASIL,09/07/23,06/07/23
9802308,GOODWYN ISLAND,EXPORTAÇÃO,200,63.963,SOJA,66.000,6.9,CARGONAVE,05/07/23,06/07/23
9697868,SAKIZAYA DIAMOND,EXPORTAÇÃO,229,81.938,SOJA,70.500,7.13,LBH BRASIL,11/07/23,06/07/23
9144380,BRAGE R,TRANSBORDO,89,3.200,DIESEL,200,4,OCEANMAR SERVIÇOS MARÍTIMOS LTDA,20/09/21,06/07/23
9559200,DN 204,TRANSBORDO,29,381,BUNKER,3.000,2.44,ORION RODOS,26/02/22,06/07/23
9294276,G BRIGHT,IMPORTAÇÃO,141,19.931,SODA CÁUSTICA,6.282,9.56,ZYON SHIPPING,11/07/23,06/07/23
9580120,GOLF,EXPORTAÇÃO,180,35.445,COBRE,161,7,WILHELMSEN PORT SERVICES BRASIL LTDA,17/04/22,06/07/23
9343845,KYZIKOS,EXPORTAÇÃO,230,92.598,GRAOS,70.000,7.61,FERTIMPORT,10/07/23,06/07/23
9425851,ETERNITY SW,EXPORTAÇÃO,190,58.098,FERRO,50.000,7,LBH BRASIL,11/07/23,06/07/23
9757785,NAVIOS ALEGRIA,EXPORTAÇÃO,229,84.852,SOJA,73.500,7.9,CARGONAVE,07/07/23,06/07/23
9913339,EVER ZENITH,EXPORTAÇÃO,229,82,MILHO,66.000,7.7,CARGONAVE,12/07/23,06/07/23
9411305,TORM CORRIDO,IMPORTAÇÃO,183,46.156,GASOLINA,11.000,9.5,ZYON SHIPPING,20/07/23,06/07/23
9512185,PACCHA,IMPORTAÇÃO,189,50.091,DIESEL S 500,46.300,11.9,LACHMANN,06/07/23,06/07/23
9332963,IONIC STORM,IMPORTAÇÃO,190,56.032,FERTILIZANTES,7.587,12.6,NORTH STAR,15/07/23,06/07/23
9824992,ROBUSTA,EXPORTAÇÃO,202,62.362,CELULOSE,590,7,WILSON SONS SHIPPING SERVICES LTDA,14/07/23,10/07/23
9824980,GRANDIS,EXPORTAÇÃO,202,62.353,CELULOSE,19.392,7,WILSON SONS SHIPPING SERVICES LTDA,11/07/23,10/07/23
9732424,AMIS JUSTICE,IMPORTAÇÃO,200,63.531,MAP,40.000,10.2,ROCHAMAR,11/07/23,10/07/23
9808340,CIELO DI IYO,IMPORTAÇÃO,183,37.204,MOP,35.680,10.4,LACHMANN,13/07/23,10/07/23
9860623,SANTA INES,EXPORTAÇÃO,200,63.449,CONCENTRADO.COBRE,13.500,11.25,GEM,13/07/23,10/07/23
9603805,STAR LUSTER,IMPORTAÇÃO,204,50.740,MES9,5.400,12.6,ROCHAMAR,12/07/23,10/07/23
9697832,FEDERAL BERING,IMPORTAÇÃO,200,34.564,MOP,20.842,8.3,ORION RODOS,11/07/23,10/07/23
9263069,MORNINGSTAR,IMPORTAÇÃO,190,46.859,MES9,23.403,9.62,ROCHAMAR,18/07/23,10/07/23
9606833,FEDERAL SKYE,IMPORTAÇÃO,190,37.133,ANTRACITA,33.000,9.65,ISS MARINE,20/07/23,10/07/23
9703514,GENTLE SEAS,IMPORTAÇÃO,200,63.350,FERTILIZANTES,14.950,7,WILHELMSEN PORT SERVICES BRASIL LTDA,20/07/23,10/07/23
9474216,COYOTE,IMPORTAÇÃO,180,35.010,TRIGO,9.000,9,WILSON SONS SHIPPING SERVICES LTDA,28/07/23,10/07/23
9356402,UNISPIRIT,IMPORTAÇÃO,132,9.775,TRILHOS,4.306,7,HARMS E CIA,13/07/23,10/07/23
9684225,STAR MISTRAL,IMPORTAÇÃO,199,63.306,MOP,19.547,10.8,ORION RODOS,05/08/23,10/07/23
9599004,SEAMEC GALLANT,IMPORTAÇÃO,180,32.289,MAP,6.862,10.22,ORION RODOS,11/07/23,10/07/23
9671058,FEDERAL CHAMPLAIN,EXPORTAÇÃO,200,34.564,COBRE,11.550,7,WILHELMSEN PORT SERVICES BRASIL LTDA,18/07/23,10/07/23
9385166,ECO ANGELBAY,IMPORTAÇÃO,175,32.165,FERTILIZANTES,13.400,8,WILHELMSEN PORT SERVICES BRASIL LTDA,29/07/23,10/07/23
9801718,SCARLETT MANX,IMPORTAÇÃO,200,63.878,FERTILIZANTES,14.650,11.5,WILSON SONS SHIPPING SERVICES LTDA,17/07/23,10/07/23
9596820,OSCAR NIEMEYER,IMPORTAÇÃO,118,5.000,GLP,3.500,7,LACHMANN,08/07/23,10/07/23
9537264,AKSON SANDRA,IMPORTAÇÃO,190,38.405,FERTILIZANTES,13.997,8.5,WILSON SONS SHIPPING SERVICES LTDA,19/07/23,10/07/23
9774472,KANG MAY,EXPORTAÇÃO,228,85.001,SOJA,65.000,7.54,FERTIMPORT,12/07/23,10/07/23
9514377,NORDIC STAVANGER,EXPORTAÇÃO,190,56.172,SOJA,47.000,7,ALPHAMAR,09/07/23,10/07/23
9938779,CL XIANGXI,EXPORTAÇÃO,229,82.328,SOJA,66.000,7,ALPHAMAR,07/07/23,10/07/23
9949651,GRAND OCEAN,EXPORTAÇÃO,229,82.689,SOJA,66.000,7.6,ORION RODOS,17/07/23,10/07/23
9702728,MV AGIOS NIKOLAS,EXPORTAÇÃO,190,57.902,MILHO,47.000,6,LBH BRASIL,15/07/23,10/07/23
9641704,MAGIC CALLISTO,EXPORTAÇÃO,225,74.930,MILHO,67.200,7,ALPHAMAR,01/07/23,10/07/23
9294276,G BRIGHT,IMPORTAÇÃO,141,19.931,SODA CÁUSTICA,6.282,9.56,ZYON SHIPPING,11/07/23,10/07/23
9638501,THOR CHAICHANA,EXPORTAÇÃO,197,58.605,GRAOS,51.500,6.2,FERTIMPORT,16/07/23,10/07/23
9559200,DN 204,TRANSBORDO,29,381,BUNKER,3.000,2.44,ORION RODOS,26/02/22,10/07/23
9144380,BRAGE R,TRANSBORDO,89,3.200,DIESEL,200,4,OCEANMAR SERVIÇOS MARÍTIMOS LTDA,20/09/21,10/07/23
9416836,FLUMAR BRASIL,EXPORTAÇÃO,183,51.188,DIESEL,9.300,7,LACHMANN,12/06/23,10/07/23
9842528,SM HARMONY1,EXPORTAÇÃO,229,80.894,SOJA,73.000,8.01,WILSON SONS SHIPPING SERVICES LTDA,13/07/23,10/07/23
9343845,KYZIKOS,EXPORTAÇÃO,230,92.598,GRAOS,70.000,7.61,FERTIMPORT,10/07/23,10/07/23
9757785,NAVIOS ALEGRIA,EXPORTAÇÃO,229,84.852,SOJA,73.500,7.9,CARGONAVE,07/07/23,10/07/23
9913339,EVER ZENITH,EXPORTAÇÃO,229,82,MILHO,66.000,7.7,CARGONAVE,12/07/23,10/07/23
9580120,GOLF,EXPORTAÇÃO,180,35.445,COBRE,161,7,WILHELMSEN PORT SERVICES BRASIL LTDA,17/04/22,10/07/23
9411305,TORM CORRIDO,IMPORTAÇÃO,183,46.156,GASOLINE A,9.171,9.5,ZYON SHIPPING,19/07/23,10/07/23
9403334,AVANTI,IMPORTAÇÃO,180,45.965,OUTRAS,39.625,10.5,NORTH STAR,13/07/23,10/07/23
9489900,SERGIO BUARQUE DE HOLANDA,IMPORTAÇÃO,183,48.573,DIESEL,28.200,10,LACHMANN,12/07/23,10/07/23
9657038,NAVE JUPITER,IMPORTAÇÃO,183,49.999,DIESEL,45.000,12.3,LACHMANN,11/07/23,10/07/23
9332963,IONIC STORM,IMPORTAÇÃO,190,56.032,FERTILIZANTES,7.587,12.6,NORTH STAR,15/07/23,10/07/23
9786176,MAERSK CEBU,IMPORTAÇÃO,183,49.919,OLEO.COMBUSTÍVEL,5.400,11,LACHMANN,10/07/23,10/07/23
9824992,ROBUSTA,EXPORTAÇÃO,202,62.362,CELULOSE,590,7,WILSON SONS SHIPPING SERVICES LTDA,14/07/23,13/07/23
9863833,FALCON TRADER,IMPORTAÇÃO,200,63.675,CLINQUER,49.570,11.5,LBH BRASIL,30/07/23,13/07/23
9385166,ECO ANGELBAY,IMPORTAÇÃO,175,32.165,FERTILIZANTES,13.400,8,WILHELMSEN PORT SERVICES BRASIL LTDA,29/07/23,13/07/23
9860623,SANTA INES,EXPORTAÇÃO,200,63.449,CONCENTRADO.COBRE,13.500,11.25,GEM,13/07/23,13/07/23
9606833,FEDERAL SKYE,IMPORTAÇÃO,190,37.133,ANTRACITA,33.000,9.65,ISS MARINE,20/07/23,13/07/23
9801718,SCARLETT MANX,IMPORTAÇÃO,200,63.878,FERTILIZANTES,14.650,11.5,WILSON SONS SHIPPING SERVICES LTDA,19/07/23,13/07/23
9263069,MORNINGSTAR,IMPORTAÇÃO,190,46.859,MES9,23.403,9.62,ROCHAMAR,18/07/23,13/07/23
9537264,AKSON SANDRA,IMPORTAÇÃO,190,38.405,FERTILIZANTES,13.997,8.5,WILSON SONS SHIPPING SERVICES LTDA,19/07/23,13/07/23
9684225,STAR MISTRAL,IMPORTAÇÃO,199,63.306,MOP,19.547,10.8,ORION RODOS,05/08/23,13/07/23
9703514,GENTLE SEAS,IMPORTAÇÃO,200,63.350,FERTILIZANTES,14.950,7,WILHELMSEN PORT SERVICES BRASIL LTDA,20/07/23,13/07/23
9703459,DEVBULK CANSEN,EXPORTAÇÃO,177,35.309,CONCENTRADO.COBRE,34.748,7,LBH BRASIL,19/07/23,13/07/23
9474216,COYOTE,IMPORTAÇÃO,180,35.010,TRIGO,9.000,9,WILSON SONS SHIPPING SERVICES LTDA,28/07/23,13/07/23
9671058,FEDERAL CHAMPLAIN,EXPORTAÇÃO,200,34.564,COBRE,11.550,7,WILHELMSEN PORT SERVICES BRASIL LTDA,18/07/23,13/07/23
9938779,CL XIANGXI,EXPORTAÇÃO,229,82.328,SOJA,66.000,7,ALPHAMAR,07/07/23,13/07/23
9837121,ALANOOD,EXPORTAÇÃO,229,80.681,MILHO,65.000,7.9,CARGONAVE,18/07/23,13/07/23
9717709,SALAMINIAN,EXPORTAÇÃO,229,81.565,SOJA,66.000,7.9,CARGONAVE,26/07/23,13/07/23
9782168,NAVIOS DOLPHIN,EXPORTAÇÃO,229,81.630,SOJA,70.256,7.64,FERTIMPORT,16/07/23,13/07/23
9949651,GRAND OCEAN,EXPORTAÇÃO,229,82.689,SOJA,66.000,7.6,ORION RODOS,17/07/23,13/07/23
9947249,JEN LR,EXPORTAÇÃO,229,82.411,SOJA,71.420,6.96,CARGONAVE,25/07/23,13/07/23
9313058,IOLCOS UNITY,EXPORTAÇÃO,225,74.476,SOJA,64.000,7,LBH BRASIL,27/07/23,13/07/23
9702728,MV AGIOS NIKOLAS,EXPORTAÇÃO,190,57.902,MILHO,47.000,6,LBH BRASIL,15/07/23,13/07/23
9641704,MAGIC CALLISTO,EXPORTAÇÃO,225,74.930,MILHO,67.200,7,ALPHAMAR,01/07/23,13/07/23
9144380,BRAGE R,TRANSBORDO,89,3.200,DIESEL,200,4,OCEANMAR SERVIÇOS MARÍTIMOS LTDA,20/09/21,13/07/23
9559200,DN 204,TRANSBORDO,29,381,BUNKER,3.000,2.44,ORION RODOS,26/02/22,13/07/23
9411305,TORM CORRIDO,IMPORTAÇÃO,183,46.156,GASOLINE A,9.171,9.5,ZYON SHIPPING,18/07/23,13/07/23
9403334,AVANTI,IMPORTAÇÃO,180,45.965,OUTRAS,39.625,10.5,NORTH STAR,14/07/23,13/07/23
9638501,THOR CHAICHANA,EXPORTAÇÃO,197,58.605,GRAOS,51.500,6.2,FERTIMPORT,19/07/23,13/07/23
9580120,GOLF,EXPORTAÇÃO,180,35.445,COBRE,161,7,WILHELMSEN PORT SERVICES BRASIL LTDA,17/04/22,13/07/23
9842528,SM HARMONY1,EXPORTAÇÃO,229,80.894,GRAOS,73.000,8.01,WILSON SONS SHIPPING SERVICES LTDA,13/07/23,13/07/23
9660528,BAHRI GRAIN,EXPORTAÇÃO,229,81.855,MILHO,65.000,9.34,ROCHAMAR,25/07/23,13/07/23
9580508,CHRISTIANA P,EXPORTAÇÃO,228,80.562,GUSA,77.800,8.3,ORION RODOS,23/07/23,13/07/23
9356751,BEKS FENIX,IMPORTAÇÃO,189,49.933,DIESEL,32.696,12.35,NORTH STAR,17/07/23,13/07/23
9332963,IONIC STORM,IMPORTAÇÃO,190,56.032,FERTILIZANTES,7.587,12.6,NORTH STAR,15/07/23,13/07/23
9824992,ROBUSTA,EXPORTAÇÃO,202,62.362,CELULOSE,590,7,WILSON SONS SHIPPING SERVICES LTDA,14/07/23,16/07/23
9801718,SCARLETT MANX,IMPORTAÇÃO,200,63.878,FERTILIZANTES,14.650,11.5,WILSON SONS SHIPPING SERVICES LTDA,19/07/23,16/07/23
9263069,MORNINGSTAR,IMPORTAÇÃO,190,46.859,MES9,23.403,9.62,ROCHAMAR,22/07/23,16/07/23
9313022,STAR OMICRON,IMPORTAÇÃO,190,53.489,FERTILIZANTES,42.628,11.06,LBH BRASIL,27/07/23,16/07/23
9606833,FEDERAL SKYE,IMPORTAÇÃO,190,37.133,ANTRACITA,33.000,9.65,ISS MARINE,20/07/23,16/07/23
9537264,AKSON SANDRA,IMPORTAÇÃO,190,38.405,FERTILIZANTES,13.997,8.5,WILSON SONS SHIPPING SERVICES LTDA,20/07/23,16/07/23
9863833,FALCON TRADER,IMPORTAÇÃO,200,63.675,CLINQUER,49.570,11.5,LBH BRASIL,30/07/23,16/07/23
9684225,STAR MISTRAL,IMPORTAÇÃO,199,63.306,MOP,19.547,10.8,ORION RODOS,05/08/23,16/07/23
9703514,GENTLE SEAS,IMPORTAÇÃO,200,63.350,FERTILIZANTES,14.950,7,WILHELMSEN PORT SERVICES BRASIL LTDA,20/07/23,16/07/23
9508407,BBC EVEREST,IMPORTAÇÃO,126,9.310,BREAKBULK,1.112,7.1,ORION RODOS,25/07/23,16/07/23
