IMO,Navio,Operação,Comp(m),DWT,Carga,Qtd.Carga,Calado(m),Agência,Prev Chegada,Ultima Atualização
9411305,TORM CORRIDO,IMPORTAÇÃO,183,46.156,GASOLINE A,13.404,9.5,ZYON SHIPPING,25/07/23,24/07/23
9403334,AVANTI,IMPORTAÇÃO,180,45.965,OUTRAS,27.109,9.3,NORTH STAR,02/08/23,24/07/23
9144380,BRAGE R,TRANSBORDO,89,3.200,DIESEL,200,4,OCEANMAR SERVIÇOS MARÍTIMOS LTDA,20/09/21,24/07/23
9669902,BOW TRIUMPH,IMPORTAÇÃO,183,49.622,HIDRÓXIDO,6.300,11.18,LBH BRASIL,04/08/23,24/07/23
9849265,CLEAROCEAN MELODY,IMPORTAÇÃO,183,49.995,DIESEL,41.000,11,LACHMANN,25/07/23,24/07/23
9660528,BAHRI GRAIN,EXPORTAÇÃO,229,81.855,MILHO,65.000,9.34,ROCHAMAR,25/07/23,24/07/23
9580120,GOLF,EXPORTAÇÃO,180,35.445,COBRE,161,7,WILHELMSEN PORT SERVICES BRASIL LTDA,17/04/22,24/07/23
9491264,KIRAN AMERICA,EXPORTAÇÃO,190,56.666,MILHO,550,7,ALPHAMAR,23/07/23,24/07/23
9430167,MERAPI,IMPORTAÇÃO,185,46.872,DIESEL,22.740,10.1,WILSON SONS SHIPPING SERVICES LTDA,25/07/23,24/07/23
9416082,SHAMROCK JUPITER,IMPORTAÇÃO,147,19.836,DIESEL,9.240,8,WORLD SHIPPING SLZ AGENCIAMENTOS MARITIMOS LTDA,26/07/23,24/07/23
9559200,DN 204,TRANSBORDO,29,381,BUNKER,3.000,2.44,ORION RODOS,26/02/22,24/07/23
9801275,PACIFIC WAVE,IMPORTAÇÃO,180,37.644,FERTILIZANTES,35.000,10.56,CARGONAVE,31/07/23,28/07/23
9863833,FALCON TRADER,IMPORTAÇÃO,200,63.675,CLINQUER,49.570,11.5,LBH BRASIL,30/07/23,28/07/23
9942093,PORT KYOTO,IMPORTAÇÃO,199,63.590,MOP,17.198,9.5,ORION RODOS,30/08/23,28/07/23
9684225,STAR MISTRAL,IMPORTAÇÃO,199,63.306,MOP,19.547,10.8,ORION RODOS,07/08/23,28/07/23
9594456,SEAHORSE,IMPORTAÇÃO,177,32.962,ARROZ,12.382,9.2,HARMS E CIA,03/08/23,28/07/23
9213935,INDUSTRIAL CHALLENGER,IMPORTAÇÃO,120,8.057,CARGA GERAL,157,7.1,ORION RODOS,02/08/23,28/07/23
9486568,SIGMA TRADER,IMPORTAÇÃO,190,37.302,FERTILIZANTES,18.125,10,ALPHAMAR,29/08/23,28/07/23
9667722,CHISE BULKER,IMPORTAÇÃO,180,33.355,FERTILIZANTES,15.000,9.04,AMART SERVICES,02/08/23,28/07/23
9385166,ECO ANGELBAY,IMPORTAÇÃO,175,32.165,FERTILIZANTES,13.400,8,WILHELMSEN PORT SERVICES BRASIL LTDA,03/08/23,29/07/23
9498432,TINA S,IMPORTAÇÃO,180,34.689,FERTILIZANTES,21.467,11.5,WILSON SONS SHIPPING SERVICES LTDA,11/08/23,28/07/23
9007532,JACAMAR ARROW,IMPORTAÇÃO,199,46.998,MAP,15.658,10,ROCHAMAR,10/08/23,28/07/23
9801718,SCARLETT MANX,EXPORTAÇÃO,200,63.878,SOJA,55.000,6.4,FERTIMPORT,01/08/23,28/07/23
9414149,ULTRA TIGER,EXPORTAÇÃO,229,83.611,SOJA,66.000,7,ALPHAMAR,09/08/23,28/07/23
9464508,ROSE,EXPORTAÇÃO,225,76.619,SOJA,69.300,7,ALPHAMAR,30/08/23,28/07/23
9588005,DRAGON,EXPORTAÇÃO,229,81.379,MILHO,69.150,7.22,CARGONAVE,05/08/23,28/07/23
9717175,YUN TONG,EXPORTAÇÃO,229,81.604,MILHO,68.935,7.9,CARGONAVE,01/08/23,28/07/23
9836452,CLYDE,IMPORTAÇÃO,183,49.999,OLEO.COMBUSTÍVEL,6.000,10.95,LACHMANN,29/07/23,28/07/23
9144380,BRAGE R,TRANSBORDO,89,3.200,DIESEL,200,4,OCEANMAR SERVIÇOS MARÍTIMOS LTDA,20/09/21,28/07/23
9403334,AVANTI,IMPORTAÇÃO,180,45.965,OUTRAS,27.109,9.3,NORTH STAR,02/08/23,28/07/23
9669902,BOW TRIUMPH,IMPORTAÇÃO,183,49.622,HIDRÓXIDO,6.300,11.18,LBH BRASIL,07/08/23,28/07/23
9580120,GOLF,EXPORTAÇÃO,180,35.445,COBRE,161,7,WILHELMSEN PORT SERVICES BRASIL LTDA,17/04/22,28/07/23
9452610,ORNAK,EXPORTAÇÃO,229,79.677,GRAOS,65.000,6.8,FERTIMPORT,04/08/23,28/07/23
9452593,GIEWONT,EXPORTAÇÃO,229,79.586,SOJA,65.000,6,FERTIMPORT,31/07/23,28/07/23
9491264,KIRAN AMERICA,EXPORTAÇÃO,190,56.666,MILHO,550,7,ALPHAMAR,23/07/23,28/07/23
9559200,DN 204,TRANSBORDO,29,381,BUNKER,3.000,2.44,ORION RODOS,26/02/22,28/07/23
9426312,SKS DELTA,IMPORTAÇÃO,250,119.456,DIESEL S 10,121.200,13.7,LACHMANN,31/07/23,28/07/23
9430167,MERAPI,IMPORTAÇÃO,185,46.872,DIESEL,14.740,10.1,WILSON SONS SHIPPING SERVICES LTDA,25/07/23,28/07/23
9801275,PACIFIC WAVE,IMPORTAÇÃO,180,37.644,FERTILIZANTES,35.000,10.56,CARGONAVE,31/07/23,30/07/23
9863833,FALCON TRADER,IMPORTAÇÃO,200,63.675,CLINQUER,49.570,11.5,LBH BRASIL,30/07/23,30/07/23
9782986,ULTRA TATIO,IMPORTAÇÃO,180,37.927,ADUBOS,4.400,11.5,LBH BRASIL,03/09/23,30/07/23
9007532,JACAMAR ARROW,IMPORTAÇÃO,199,46.998,MAP,15.658,10,ROCHAMAR,10/08/23,30/07/23
9667722,CHISE BULKER,IMPORTAÇÃO,180,33.355,FERTILIZANTES,15.000,9.04,AMART SERVICES,02/08/23,30/07/23
9385166,ECO ANGELBAY,IMPORTAÇÃO,175,32.165,FERTILIZANTES,13.400,8,WILHELMSEN PORT SERVICES BRASIL LTDA,03/08/23,30/07/23
9213935,INDUSTRIAL CHALLENGER,IMPORTAÇÃO,120,8.057,CARGA GERAL,157,7.1,ORION RODOS,02/08/23,30/07/23
9498432,TINA S,IMPORTAÇÃO,180,34.689,FERTILIZANTES,21.467,11.5,WILSON SONS SHIPPING SERVICES LTDA,11/08/23,30/07/23
9594456,SEAHORSE,IMPORTAÇÃO,177,32.962,ARROZ,12.382,9.2,HARMS E CIA,03/08/23,30/07/23
9942093,PORT KYOTO,IMPORTAÇÃO,199,63.590,MOP,17.198,9.5,ORION RODOS,30/08/23,30/07/23
9684225,STAR MISTRAL,IMPORTAÇÃO,199,63.306,MOP,19.547,10.8,ORION RODOS,07/08/23,30/07/23
9486568,SIGMA TRADER,IMPORTAÇÃO,190,37.302,FERTILIZANTES,18.125,10,ALPHAMAR,29/08/23,30/07/23
9414149,ULTRA TIGER,EXPORTAÇÃO,229,83.611,SOJA,66.000,7,ALPHAMAR,09/08/23,30/07/23
9801718,SCARLETT MANX,EXPORTAÇÃO,200,63.878,SOJA,55.000,6.4,FERTIMPORT,01/08/23,30/07/23
9717175,YUN TONG,EXPORTAÇÃO,229,81.604,MILHO,68.935,7.9,CARGONAVE,01/08/23,30/07/23
9588005,DRAGON,EXPORTAÇÃO,229,81.379,MILHO,69.150,7.22,CARGONAVE,05/08/23,30/07/23
9464508,ROSE,EXPORTAÇÃO,225,76.619,SOJA,69.300,7,ALPHAMAR,30/08/23,30/07/23
9403334,AVANTI,IMPORTAÇÃO,180,45.965,OUTRAS,27.109,9.3,NORTH STAR,02/08/23,30/07/23
9430167,MERAPI,IMPORTAÇÃO,185,46.872,DIESEL,14.740,10.1,WILSON SONS SHIPPING SERVICES LTDA,25/07/23,30/07/23
9669902,BOW TRIUMPH,IMPORTAÇÃO,183,49.622,HIDRÓXIDO,6.300,11.18,LBH BRASIL,08/08/23,30/07/23
9144380,BRAGE R,TRANSBORDO,89,3.200,DIESEL,200,4,OCEANMAR SERVIÇOS MARÍTIMOS LTDA,20/09/21,30/07/23
9452593,GIEWONT,EXPORTAÇÃO,229,79.586,SOJA,65.000,6,FERTIMPORT,31/07/23,30/07/23
9452610,ORNAK,EXPORTAÇÃO,229,79.677,GRAOS,65.000,6.8,FERTIMPORT,04/08/23,30/07/23
9491264,KIRAN AMERICA,EXPORTAÇÃO,190,56.666,MILHO,550,7,ALPHAMAR,23/07/23,30/07/23
9580120,GOLF,EXPORTAÇÃO,180,35.445,COBRE,161,7,WILHELMSEN PORT SERVICES BRASIL LTDA,17/04/22,30/07/23
9426312,SKS DELTA,IMPORTAÇÃO,250,119.456,DIESEL S 10,121.200,13.7,LACHMANN,31/07/23,30/07/23
9836452,CLYDE,IMPORTAÇÃO,183,49.999,OLEO.COMBUSTÍVEL,6.000,10.95,LACHMANN,29/07/23,30/07/23
9559200,DN 204,TRANSBORDO,29,381,BUNKER,3.000,2.44,ORION RODOS,26/02/22,30/07/23
9423566,GREAT SEA,EXPORTAÇÃO,196,53.022,CELULOSE,16.620,7,WILSON SONS SHIPPING SERVICES LTDA,03/08/23,01/08/23
9486568,SIGMA TRADER,IMPORTAÇÃO,190,37.302,FERTILIZANTES,18.125,10,ALPHAMAR,29/08/23,01/08/23
9766176,FEDERAL RUHR,IMPORTAÇÃO,200,36.754,MOP,12.456,8.1,ORION RODOS,24/08/23,01/08/23
9363663,RIVER PEARL,IMPORTAÇÃO,189,52.224,CALCARIO,37,11.48,ISS MARINE,16/08/23,01/08/23
9594456,SEAHORSE,IMPORTAÇÃO,177,32.962,ARROZ,12.382,9.2,HARMS E CIA,04/08/23,01/08/23
9942093,PORT KYOTO,IMPORTAÇÃO,199,63.590,MOP,17.198,9.5,ORION RODOS,30/08/23,01/08/23
9498432,TINA S,IMPORTAÇÃO,180,34.689,FERTILIZANTES,21.467,11.5,WILSON SONS SHIPPING SERVICES LTDA,12/08/23,01/08/23
9782986,ULTRA TATIO,IMPORTAÇÃO,180,37.927,ADUBOS,4.400,11.5,LBH BRASIL,03/09/23,01/08/23
9007532,JACAMAR ARROW,IMPORTAÇÃO,199,46.998,MAP,15.658,10,ROCHAMAR,11/08/23,01/08/23
9684225,STAR MISTRAL,IMPORTAÇÃO,199,63.306,MOP,19.547,10.8,ORION RODOS,07/08/23,01/08/23
9213935,INDUSTRIAL CHALLENGER,IMPORTAÇÃO,120,8.057,CARGA GERAL,157,7.1,ORION RODOS,05/08/23,01/08/23
9667722,CHISE BULKER,IMPORTAÇÃO,180,33.355,FERTILIZANTES,15.000,9.04,AMART SERVICES,02/08/23,01/08/23
9385166,ECO ANGELBAY,IMPORTAÇÃO,175,32.165,FERTILIZANTES,13.400,8,WILHELMSEN PORT SERVICES BRASIL LTDA,04/08/23,01/08/23
9583756,GEORGIA T,EXPORTAÇÃO,229,80.415,SOJA,63.000,7,L.M.A. SHIPPING & CONSULTING,07/08/23,01/08/23
9464508,ROSE,EXPORTAÇÃO,225,76.619,SOJA,69.300,7,ALPHAMAR,30/08/23,01/08/23
9717175,YUN TONG,EXPORTAÇÃO,229,81.604,MILHO,68.935,7.9,CARGONAVE,01/08/23,01/08/23
9578294,BADGER ISLAND,EXPORTAÇÃO,190,58.086,SOJA,50.000,6,LBH BRASIL,07/08/23,01/08/23
9588005,DRAGON,EXPORTAÇÃO,229,81.379,MILHO,69.150,7.22,CARGONAVE,05/08/23,01/08/23
9414149,ULTRA TIGER,EXPORTAÇÃO,229,83.611,SOJA,66.000,7,ALPHAMAR,09/08/23,01/08/23
9144380,BRAGE R,TRANSBORDO,89,3.200,DIESEL,200,4,OCEANMAR SERVIÇOS MARÍTIMOS LTDA,20/09/21,01/08/23
9489912,ROMULO ALMEIDA,IMPORTAÇÃO,183,48.300,QUEROSENES,18.200,9.8,LACHMANN,03/08/23,01/08/23
9669902,BOW TRIUMPH,IMPORTAÇÃO,183,49.622,HIDRÓXIDO,6.300,11.18,LBH BRASIL,08/08/23,01/08/23
9430167,MERAPI,IMPORTAÇÃO,185,46.872,DIESEL,14.740,10.1,WILSON SONS SHIPPING SERVICES LTDA,25/07/23,01/08/23
9403334,AVANTI,IMPORTAÇÃO,180,45.965,OUTRAS,27.109,9.3,NORTH STAR,04/08/23,01/08/23
9836452,CLYDE,IMPORTAÇÃO,183,49.999,OLEO.COMBUSTÍVEL,6.000,10.95,LACHMANN,29/07/23,01/08/23
9580120,GOLF,EXPORTAÇÃO,180,35.445,COBRE,161,7,WILHELMSEN PORT SERVICES BRASIL LTDA,17/04/22,01/08/23
9452610,ORNAK,EXPORTAÇÃO,229,79.677,GRAOS,65.000,6.8,FERTIMPORT,04/08/23,01/08/23
9559200,DN 204,TRANSBORDO,29,381,BUNKER,3.000,2.44,ORION RODOS,26/02/22,01/08/23
9710490,ANIKITOS,IMPORTAÇÃO,183,50.082,DIESEL,20.672,12.5,NORTH STAR,02/08/23,01/08/23
9548835,STAR DALMATIA,EXPORTAÇÃO,200,51.593,CELULOSE,16.000,6,WILSON SONS SHIPPING SERVICES LTDA,12/08/23,04/08/23
9423566,GREAT SEA,EXPORTAÇÃO,196,53.022,CELULOSE,16.620,7,WILSON SONS SHIPPING SERVICES LTDA,03/08/23,04/08/23
9007532,JACAMAR ARROW,IMPORTAÇÃO,199,46.998,MAP,15.658,10,ROCHAMAR,10/08/23,04/08/23
9486568,SIGMA TRADER,IMPORTAÇÃO,190,37.302,FERTILIZANTES,18.125,10,ALPHAMAR,02/09/23,04/08/23
9942093,PORT KYOTO,IMPORTAÇÃO,199,63.590,MOP,17.198,9.5,ORION RODOS,21/08/23,04/08/23
9363663,RIVER PEARL,IMPORTAÇÃO,189,52.224,CALCARIO,47,11.48,ISS MARINE,15/08/23,04/08/23
9782986,ULTRA TATIO,IMPORTAÇÃO,180,37.927,ADUBOS,4.400,11.5,LBH BRASIL,28/08/23,04/08/23
9766176,FEDERAL RUHR,IMPORTAÇÃO,200,36.754,MOP,12.456,8.1,ORION RODOS,22/08/23,04/08/23
9213935,INDUSTRIAL CHALLENGER,IMPORTAÇÃO,120,8.057,CARGA GERAL,157,7.1,ORION RODOS,05/08/23,05/08/23
9684225,STAR MISTRAL,IMPORTAÇÃO,199,63.306,MOP,19.547,10.8,ORION RODOS,08/08/23,04/08/23
9498432,TINA S,IMPORTAÇÃO,180,34.689,FERTILIZANTES,21.467,11.5,WILSON SONS SHIPPING SERVICES LTDA,12/08/23,04/08/23
9583756,GEORGIA T,EXPORTAÇÃO,229,80.415,SOJA,63.000,7,L.M.A. SHIPPING & CONSULTING,07/08/23,04/08/23
9548237,CLIA,EXPORTAÇÃO,229,92.967,MILHO,75.000,7.51,ALPHAMAR,06/08/23,04/08/23
9600633,ASL JUPITER,EXPORTAÇÃO,229,81.641,SOJA,69.080,7.2,ALPHAMAR,11/08/23,04/08/23
9578294,BADGER ISLAND,EXPORTAÇÃO,190,58.086,SOJA,50.000,6,LBH BRASIL,07/08/23,04/08/23
9609433,SCARLET FALCON,EXPORTAÇÃO,229,82.260,SOJA,72.290,6,LBH BRASIL,11/08/23,05/08/23
9414149,ULTRA TIGER,EXPORTAÇÃO,229,83.611,SOJA,66.000,7,ALPHAMAR,08/08/23,04/08/23
9588005,DRAGON,EXPORTAÇÃO,229,81.379,MILHO,69.150,7.22,CARGONAVE,05/08/23,04/08/23
9748033,CRIMSON KINGDOM,EXPORTAÇÃO,228,84.860,MILHO,71.500,7,L.M.A. SHIPPING & CONSULTING,10/08/23,04/08/23
9836452,CLYDE,IMPORTAÇÃO,183,49.999,OLEO.COMBUSTÍVEL,6.000,10.95,LACHMANN,29/07/23,04/08/23
9657806,PS HAMBURG,IMPORTAÇÃO,183,49.999,GASOLINA A,32.700,10.1,LACHMANN,05/08/23,04/08/23
9669902,BOW TRIUMPH,IMPORTAÇÃO,183,49.622,HIDRÓXIDO,6.300,11.18,LBH BRASIL,08/08/23,04/08/23
9144380,BRAGE R,TRANSBORDO,89,3.200,DIESEL,200,4,OCEANMAR SERVIÇOS MARÍTIMOS LTDA,20/09/21,04/08/23
9580120,GOLF,EXPORTAÇÃO,180,35.445,COBRE,161,7,WILHELMSEN PORT SERVICES BRASIL LTDA,17/04/22,04/08/23
9595723,GOLDEN KEEN,EXPORTAÇÃO,229,81.586,GRAOS,63.530,8,WILSON SONS SHIPPING SERVICES LTDA,08/08/23,04/08/23
9700342,SEAWAYS LOOKOUT,IMPORTAÇÃO,183,50.136,OUTRAS,16.035,10,WILSON SONS SHIPPING SERVICES LTDA,15/08/23,04/08/23
9335123,MILOU,IMPORTAÇÃO,184,37.488,DIESEL,31.991,10.6,WILSON SONS SHIPPING SERVICES LTDA,08/08/23,04/08/23
9845166,FPMC 34,IMPORTAÇÃO,183,49.781,GASOLINA,36.000,11.6,WORLD SHIPPING SLZ AGENCIAMENTOS MARITIMOS LTDA,15/08/23,04/08/23
9559200,DN 204,TRANSBORDO,29,381,BUNKER,3.000,2.44,ORION RODOS,26/02/22,04/08/23
9548835,STAR DALMATIA,EXPORTAÇÃO,200,51.593,CELULOSE,16.000,6,WILSON SONS SHIPPING SERVICES LTDA,13/08/23,07/08/23
9529592,EAGLE ARROW,EXPORTAÇÃO,200,62.967,CELULOSE,16.620,7,WILSON SONS SHIPPING SERVICES LTDA,16/08/23,07/08/23
9107306,PINE ARROW,EXPORTAÇÃO,190,48.041,CELULOSE,43.000,7,WILSON SONS SHIPPING SERVICES LTDA,14/08/23,07/08/23
9363663,RIVER PEARL,IMPORTAÇÃO,189,52.224,CALCARIO,47,11.48,ISS MARINE,15/08/23,07/08/23
9498432,TINA S,IMPORTAÇÃO,180,34.689,FERTILIZANTES,21.467,11.5,WILSON SONS SHIPPING SERVICES LTDA,12/08/23,07/08/23
9486568,SIGMA TRADER,IMPORTAÇÃO,190,37.302,FERTILIZANTES,18.125,10,ALPHAMAR,02/09/23,07/08/23
9942093,PORT KYOTO,IMPORTAÇÃO,199,63.590,MOP,17.198,9.5,ORION RODOS,23/08/23,07/08/23
9766176,FEDERAL RUHR,IMPORTAÇÃO,200,36.754,MOP,12.456,8.1,ORION RODOS,25/08/23,07/08/23
9684225,STAR MISTRAL,IMPORTAÇÃO,199,63.306,MOP,19.547,7.29,ORION RODOS,09/08/23,07/08/23
9596844,BARBOSA LIMA SOBRINHO,IMPORTAÇÃO,118,5.095,GLP,35,6.3,LACHMANN,09/08/23,07/08/23
9782986,ULTRA TATIO,IMPORTAÇÃO,180,37.927,ADUBOS,4.400,11.5,LBH BRASIL,28/08/23,07/08/23
9007532,JACAMAR ARROW,IMPORTAÇÃO,199,46.998,MAP,15.658,10,ROCHAMAR,13/08/23,07/08/23
9578294,BADGER ISLAND,EXPORTAÇÃO,190,58.086,SOJA,50.000,6,LBH BRASIL,09/08/23,07/08/23
9748033,CRIMSON KINGDOM,EXPORTAÇÃO,228,84.860,MILHO,71.500,7,L.M.A. SHIPPING & CONSULTING,10/08/23,07/08/23
9414149,ULTRA TIGER,EXPORTAÇÃO,229,83.611,SOJA,66.000,7,ALPHAMAR,08/08/23,07/08/23
9583756,GEORGIA T,EXPORTAÇÃO,229,80.415,SOJA,63.000,7,L.M.A. SHIPPING & CONSULTING,07/08/23,07/08/23
9548237,CLIA,EXPORTAÇÃO,229,92.967,MILHO,75.000,7.51,ALPHAMAR,06/08/23,07/08/23
9600633,ASL JUPITER,EXPORTAÇÃO,229,81.641,SOJA,69.080,7.2,ALPHAMAR,11/08/23,07/08/23
9440394,SEACON 9,EXPORTAÇÃO,225,74.844,SOJA,66.000,7.4,ORION RODOS,19/08/23,07/08/23
9609433,SCARLET FALCON,EXPORTAÇÃO,229,82.260,SOJA,72.290,6,LBH BRASIL,11/08/23,07/08/23
PREVAIL ST,PREVAIL STAR,EXPORTAÇÃO,229,81.055,SOJA,66.000,7.7,FERTIMPORT,09/08/23,07/08/23
9669902,BOW TRIUMPH,IMPORTAÇÃO,183,49.622,HIDRÓXIDO,6.300,11.18,LBH BRASIL,08/08/23,07/08/23
9144380,BRAGE R,TRANSBORDO,89,3.200,DIESEL,200,4,OCEANMAR SERVIÇOS MARÍTIMOS LTDA,20/09/21,07/08/23
9700342,SEAWAYS LOOKOUT,IMPORTAÇÃO,183,50.136,OUTRAS,16.035,10,WILSON SONS SHIPPING SERVICES LTDA,15/08/23,07/08/23
9335123,MILOU,IMPORTAÇÃO,184,37.488,DIESEL,31.991,10.6,WILSON SONS SHIPPING SERVICES LTDA,08/08/23,07/08/23
9580120,GOLF,EXPORTAÇÃO,180,35.445,COBRE,161,7,WILHELMSEN PORT SERVICES BRASIL LTDA,17/04/22,07/08/23
9595723,GOLDEN KEEN,EXPORTAÇÃO,229,81.586,GRAOS,63.530,8,WILSON SONS SHIPPING SERVICES LTDA,08/08/23,07/08/23
9465966,TORM ALICE,IMPORTAÇÃO,183,49.999,GASOLINAS,51.600,11.1,LACHMANN,10/08/23,07/08/23
9559200,DN 204,TRANSBORDO,29,381,BUNKER,3.000,2.44,ORION RODOS,26/02/22,07/08/23
9845166,FPMC 34,IMPORTAÇÃO,183,49.781,GASOLINA,36.000,11.6,WORLD SHIPPING SLZ AGENCIAMENTOS MARITIMOS LTDA,15/08/23,07/08/23
9836440,AVON,IMPORTAÇÃO,183,49.999,DIESEL,18.700,11.2,LACHMANN,09/08/23,07/08/23
9107306,PINE ARROW,EXPORTAÇÃO,190,48.041,CELULOSE,43.000,7,WILSON SONS SHIPPING SERVICES LTDA,14/08/23,09/08/23
9529592,EAGLE ARROW,EXPORTAÇÃO,200,62.967,CELULOSE,16.620,7,WILSON SONS SHIPPING SERVICES LTDA,13/08/23,09/08/23
9548835,STAR DALMATIA,EXPORTAÇÃO,200,51.593,CELULOSE,32.100,6,WILSON SONS SHIPPING SERVICES LTDA,12/08/23,09/08/23
9363663,RIVER PEARL,IMPORTAÇÃO,189,52.224,CALCARIO,47,11.48,ISS MARINE,15/08/23,09/08/23
